experiment,sequence,status,reused,runtime_sec,jm,jr,psnr,ssim,mask_pairs_used,frame_pairs_used,output_dir,output_video,log_path,error
sam2_diffueraser,paragliding-launch,ok,False,94.751,0.6259891757504579,0.65,,,80,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/paragliding-launch,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/paragliding-launch/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/paragliding-launch.log,
sam2_diffueraser,parkour,ok,False,116.623,0.9485663587150713,1.0,,,100,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/parkour,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/parkour/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/parkour.log,
sam2_diffueraser,rhino,ok,False,114.704,0.9786175875232141,1.0,,,90,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/rhino,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/rhino/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/rhino.log,
sam2_diffueraser,rollerblade,ok,False,53.023,0.9355052375407366,1.0,,,35,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/rollerblade,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/rollerblade/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/rollerblade.log,
sam2_diffueraser,scooter-black,ok,False,60.733,0.6055329406443817,0.8372093023255814,,,43,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/scooter-black,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/scooter-black/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/scooter-black.log,
sam2_diffueraser,scooter-gray,ok,False,116.715,0.8769406141964161,1.0,,,75,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/scooter-gray,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/scooter-gray/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/scooter-gray.log,
sam2_diffueraser,soapbox,ok,False,96.63,0.0,0.0,,,99,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/soapbox,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/soapbox/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/soapbox.log,
sam2_diffueraser,soccerball,ok,False,67.546,0.4726576461821015,0.5208333333333334,,,48,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/soccerball,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/soccerball/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/soccerball.log,
sam2_diffueraser,stroller,ok,False,110.642,0.3836876963561255,0.0,,,91,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/stroller,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/stroller/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/stroller.log,
sam2_diffueraser,surf,ok,False,66.731,0.00040521038857145044,0.0,,,55,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/surf,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/surf/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/surf.log,
